timestamp,ax,ay,az,gx,gy,gz,p1,p2
9356,7.99,7.22,-2.37,-0.05,0.08,-0.18,27,51
9378,6.87,6.96,-3.43,-0.17,0.08,-0.12,26,50
9401,7.55,6.83,-3.29,-0.21,0.06,0.01,20,37
9423,6.54,6.85,-2.96,-0.29,0.11,0.2,19,44
9445,7.65,6.64,-2.69,-0.38,0.22,0.3,20,43
9467,7.48,6.47,-2.57,-0.3,0.34,0.26,21,44
9489,7.78,6.62,-2.47,-0.16,0.4,0.15,20,35
9511,7.97,7.17,-2.06,-0.12,0.4,0.09,22,35
9533,7.64,6.85,-1.79,-0.05,0.25,0.0,18,32
9555,8.05,6.94,-1.85,-0.0,0.14,-0.04,22,39
9577,8.88,7.14,-1.52,0.08,0.04,-0.2,21,40
9599,8.8,7.06,-1.12,0.28,-0.24,-0.43,20,37
9621,7.34,7.05,-2.67,0.38,-0.37,-0.55,23,38
9644,8.13,6.95,-1.82,0.3,-0.25,-0.5,22,39
9667,6.73,6.69,-2.93,0.18,-0.29,-0.47,22,32
9689,6.59,7.07,-2.3,0.14,-0.1,-0.22,21,35
9716,7.06,7.09,-2.55,0.12,-0.19,-0.04,22,36
9738,7.06,7.49,-2.68,0.14,-0.08,0.03,19,35
9760,6.71,7.79,-2.38,0.16,-0.01,0.12,22,36
9782,6.87,7.55,-0.68,0.37,-0.28,0.58,21,43
9804,8.3,5.73,-3.19,0.39,-0.37,0.39,22,40
9826,8.03,5.81,-5.27,0.21,-0.1,0.14,23,37
9848,7.81,5.7,-5.28,-0.1,0.25,-0.07,24,45
9870,7.83,6.22,-4.62,-0.43,0.54,-0.27,22,35
9893,5.32,11.41,-1.67,-0.58,0.67,0.0,20,34
9915,6.02,7.81,-0.28,-0.31,0.16,-0.07,23,41
9937,6.52,7.06,-1.38,-0.01,-0.11,0.02,28,36
9959,8.2,6.94,-3.47,-0.06,-0.09,-0.02,19,35
9982,7.69,6.78,-2.96,-0.4,-0.15,-0.15,23,36
10005,7.36,7.21,-1.78,-0.31,0.03,-0.11,24,43
10027,7.13,6.9,-1.18,-0.18,-0.09,-0.08,21,33
10050,7.35,6.9,-3.24,-0.34,-0.05,-0.09,21,40
10073,7.26,6.95,-3.1,-0.21,0.09,-0.06,23,38
10095,7.45,7.25,-2.48,-0.12,0.15,-0.03,23,37
10117,7.42,7.13,-1.87,-0.09,0.1,-0.05,23,41
10139,7.24,7.19,-1.98,-0.0,0.03,-0.01,24,38
10161,7.17,7.22,-2.26,0.04,0.02,0.02,26,39
10183,6.99,7.36,-1.6,0.09,0.02,0.08,22,40
10205,6.83,7.73,-1.66,0.29,0.21,0.2,26,28
10227,8.27,8.24,-0.96,0.29,0.12,0.06,23,35
10249,6.56,8.76,1.95,0.98,-0.52,0.44,20,27
10271,7.84,5.6,-2.68,0.94,-1.06,0.5,21,31
10293,7.67,5.34,-7.74,0.26,-0.68,0.03,26,28
10315,7.52,6.5,-6.67,-0.58,0.16,-0.25,22,36
10338,7.17,5.88,-4.03,-0.79,0.37,-0.21,21,33
10361,7.74,7.44,-2.47,-0.46,0.27,-0.07,22,33
10384,7.79,6.49,-2.97,-0.41,0.33,-0.18,24,38
10407,7.43,7.86,-0.74,-0.26,0.21,-0.09,20,33
10429,7.16,7.87,-0.59,-0.06,-0.18,-0.05,22,32
10452,7.31,7.02,-2.07,0.28,-0.33,0.04,20,27
10474,7.67,6.28,-3.94,0.21,-0.12,-0.09,22,19
10497,7.74,6.24,-4.85,-0.23,0.09,-0.21,22,36
10520,7.17,6.7,-3.64,-0.5,0.24,-0.31,23,33
10542,6.4,9.06,-1.14,-0.41,0.29,-0.09,20,32
10564,6.9,7.33,-0.48,-0.12,-0.04,-0.07,23,30
10587,7.34,7.04,-2.58,0.05,-0.13,-0.08,24,26
10609,7.14,7.16,-3.6,-0.07,0.03,-0.05,22,42
10631,6.74,7.29,-3.15,-0.17,0.24,-0.03,22,37
10654,7.32,7.4,-2.04,-0.12,0.35,0.02,21,38
10676,6.74,7.05,-1.5,0.04,0.27,0.07,23,28
10698,7.38,7.16,-1.13,0.28,0.07,-0.01,20,36
10720,7.97,6.99,-3.05,0.53,-0.14,-0.19,23,34
10743,6.51,7.18,-2.48,0.41,-0.15,-0.26,23,35
10766,7.16,7.36,-1.34,0.25,-0.08,-0.17,21,33
10789,6.97,7.51,-2.18,0.18,0.01,-0.24,25,42
10811,7.72,7.52,-3.02,0.0,-0.05,-0.15,21,37
10833,6.11,7.35,-2.96,-0.19,0.05,-0.14,21,41
10855,6.86,7.18,-3.11,-0.27,0.33,0.02,26,37
10877,7.02,7.11,-3.34,-0.31,0.41,0.13,22,44
10899,7.59,7.47,-1.75,-0.29,0.27,0.25,27,39
10921,7.51,7.02,-2.04,-0.17,0.26,0.19,24,36
10943,7.97,7.19,-2.08,-0.05,0.23,0.11,22,37
10965,7.85,7.34,-2.21,-0.04,0.19,0.05,20,44
10987,7.05,7.4,-2.35,-0.05,0.19,0.0,21,53
11009,7.21,7.29,-2.7,-0.09,0.26,0.04,19,38
11031,7.58,7.31,-2.41,-0.13,0.38,-0.0,21,40
11054,7.75,7.19,-1.68,-0.11,0.26,-0.22,24,33
11077,7.51,7.71,-1.49,-0.04,-0.05,-0.32,23,46
11100,7.13,7.67,-1.77,0.16,-0.25,-0.56,22,54
11123,6.86,7.03,-1.58,0.31,-0.2,-0.63,24,42
11145,6.66,7.09,-1.79,0.42,-0.24,-0.48,23,43
11168,5.48,7.48,-1.82,0.34,-0.24,-0.31,21,41
11191,6.86,7.13,-0.79,0.45,-0.47,-0.15,25,28
11214,5.9,7.69,-2.96,0.55,-0.4,-0.03,21,37
11236,6.57,7.93,-4.74,0.55,-0.03,0.08,22,32
11258,6.68,7.95,-2.88,0.14,0.1,0.05,25,31
11280,6.37,7.77,-2.08,0.13,-0.01,0.15,22,33
11302,5.49,9.39,-2.09,0.01,-0.13,0.5,23,28
11324,7.14,7.87,-1.25,0.28,-0.3,0.64,22,35
11346,6.61,7.42,-1.78,0.4,-0.52,0.52,20,37
11368,6.54,6.13,-4.4,0.1,-0.4,0.39,22,30
11390,6.98,7.07,-4.41,-0.5,-0.11,0.2,22,32
11412,6.89,7.09,-3.03,-0.72,-0.15,0.17,25,30
11434,7.33,7.04,-2.5,-0.48,-0.38,0.25,21,33
11457,7.52,5.89,-3.98,0.15,-0.44,0.28,20,29
11479,7.88,4.17,-7.26,0.33,-0.18,0.04,20,26
11502,7.51,6.91,-5.54,-0.19,0.52,-0.17,22,28
11525,6.83,7.34,-1.99,-0.25,0.59,-0.03,20,38
11548,6.76,7.98,-0.54,-0.02,0.25,0.11,20,32
11570,7.07,7.86,-1.67,0.19,0.02,0.21,21,26
11592,7.37,7.1,-3.16,0.14,-0.09,0.21,19,32
11614,7.41,6.53,-4.28,0.04,-0.04,0.11,22,30
11636,7.32,6.65,-4.2,-0.08,0.17,0.05,20,32
11658,7.35,6.81,-3.25,-0.16,0.28,0.05,22,26
11680,7.36,7.07,-2.25,-0.09,0.24,0.08,21,36
11702,7.27,7.08,-2.45,-0.07,0.21,0.08,22,37
11729,7.5,6.91,-3.02,-0.05,0.24,0.11,22,34
11751,7.52,6.79,-3.28,-0.11,0.26,0.05,22,30
11773,7.7,6.63,-3.38,-0.19,0.31,-0.02,20,33
11795,7.48,6.63,-3.45,-0.35,0.37,-0.08,23,35
11818,7.49,7.46,-1.59,-0.24,0.32,0.12,20,34
11840,7.75,7.4,-1.74,-0.18,0.21,-0.05,26,28
11862,7.49,6.92,-2.53,-0.04,0.14,-0.03,22,31
11884,7.96,7.06,-2.09,-0.04,0.05,-0.16,22,29
11906,7.49,6.96,-2.3,0.04,-0.19,-0.43,21,34
11928,8.4,6.96,-1.13,0.28,-0.35,-0.52,21,34
11951,7.72,7.7,-3.48,0.24,-0.19,-0.63,26,27
11974,5.39,7.26,-3.59,0.08,-0.02,-0.47,21,38
11997,6.3,7.28,-3.49,0.08,-0.03,-0.22,21,48
12019,6.06,7.26,-2.98,0.05,-0.06,-0.14,20,38
12042,7.18,7.18,-2.67,0.02,-0.06,-0.03,22,38
12064,6.86,7.59,-2.78,-0.02,-0.13,-0.02,23,33
12087,6.0,7.09,-2.98,-0.07,0.0,0.16,26,34
12109,7.12,7.35,-3.54,-0.14,0.2,0.27,22,32
12131,7.35,7.11,-3.23,-0.21,0.25,0.16,20,30
12153,6.73,7.38,-2.86,-0.17,0.12,0.15,20,43
12175,7.24,7.3,-2.79,-0.32,0.1,0.23,25,33
12197,7.29,7.13,-3.45,-0.27,0.18,0.04,22,37
12219,7.14,7.24,-3.29,-0.14,0.25,0.02,25,40
12241,7.57,7.02,-2.14,-0.17,0.23,-0.07,22,37
12264,8.68,7.2,-1.64,-0.11,-0.02,-0.35,21,36
12287,6.98,7.26,-1.92,0.08,-0.14,-0.49,26,41
12310,5.85,6.92,-2.36,0.15,-0.14,-0.55,22,40
12333,6.41,7.33,-2.44,0.09,-0.1,-0.23,23,34
12356,6.39,7.41,-2.39,0.02,-0.1,-0.13,19,37
12378,6.69,7.49,-2.42,0.05,-0.16,-0.03,23,35
12401,6.53,7.56,-3.05,0.07,-0.09,0.05,24,34
12423,6.68,7.55,-2.43,0.08,0.06,0.09,21,37
12445,6.89,7.52,-2.34,0.14,0.13,0.14,21,34
12467,7.14,7.98,-2.84,0.07,0.1,0.18,29,33
12489,6.84,7.89,-2.66,-0.06,0.08,0.28,23,32
12511,7.33,7.61,-1.6,0.14,-0.11,0.27,18,37
12533,7.01,7.17,-2.95,0.15,-0.28,0.18,25,28
12555,7.09,7.45,-3.09,0.15,-0.2,0.21,21,36
12577,7.11,6.76,-2.43,0.17,-0.24,0.19,21,32
12599,7.5,6.05,-4.06,-0.0,-0.22,0.05,21,35
12621,7.47,8.8,-2.63,-0.66,0.3,-0.07,20,32
12643,6.42,7.43,-0.9,-0.4,0.04,0.04,20,22
12665,7.15,7.54,-1.73,-0.14,-0.18,0.09,20,36
12688,7.32,6.53,-4.14,0.05,-0.17,0.14,22,36
12710,7.89,6.19,-4.54,0.07,0.05,0.07,21,33
12732,7.54,5.05,-5.87,0.05,0.21,-0.02,19,31
12754,7.51,7.42,-3.71,-0.27,0.62,-0.14,23,32
12777,6.9,7.6,-0.28,-0.12,0.46,-0.09,21,27
12799,6.69,8.08,-0.58,0.14,0.04,0.06,22,30
12821,7.1,7.57,-2.5,0.24,-0.19,0.18,22,26
12843,7.36,6.93,-3.43,0.19,-0.13,0.14,22,37
12865,7.4,6.8,-3.85,0.04,0.0,0.1,22,26
12887,7.54,6.76,-3.47,-0.1,0.12,0.05,19,31
12909,7.3,7.09,-2.41,-0.12,0.12,0.03,26,34
12931,7.32,7.21,-2.28,-0.07,0.1,0.03,23,32
12953,7.41,7.22,-2.59,-0.03,0.07,0.03,22,26
12975,7.23,6.98,-2.98,-0.04,0.1,0.0,26,25
12997,7.51,6.72,-3.31,-0.11,0.2,-0.07,22,32
13020,7.13,7.63,-3.02,-0.21,0.3,-0.04,23,29
13042,7.51,7.22,-1.99,-0.21,0.22,-0.07,27,30
13065,7.24,7.22,-1.76,-0.07,0.1,-0.06,23,25
13088,7.67,7.26,-2.75,-0.04,0.01,-0.12,22,30
13111,9.1,7.27,-2.99,0.01,-0.1,-0.45,20,38
13133,6.18,6.75,-2.58,0.06,-0.11,-0.59,23,26
13156,6.97,7.18,-1.05,0.15,-0.05,-0.31,22,40
13178,5.97,7.37,-2.42,0.06,-0.11,-0.15,19,33
13201,6.96,7.47,-2.75,0.16,-0.16,-0.0,23,29
13224,6.67,7.77,-1.54,0.3,-0.09,0.12,20,27
13246,4.71,9.17,-0.89,0.39,-0.26,0.46,20,25
13268,6.9,6.67,-2.31,0.61,-0.6,0.84,22,29
13290,8.27,5.91,-5.18,0.34,-0.4,0.55,19,37
13312,7.75,5.48,-6.3,-0.03,0.02,0.29,19,25
13334,7.37,5.95,-5.32,-0.39,0.35,0.09,22,34
13356,7.37,6.62,-3.8,-0.63,0.57,0.01,22,27
13378,7.36,7.13,-2.56,-0.68,0.57,-0.01,21,32
13400,6.72,8.81,-1.94,-0.62,0.46,0.05,23,54
13422,7.12,6.79,-0.99,-0.25,0.0,0.14,20,31
13444,7.87,7.12,-1.92,-0.07,-0.13,-0.0,20,32
13467,7.56,7.19,-3.51,-0.06,-0.0,-0.06,25,30
13490,8.29,7.3,-3.22,-0.14,0.18,-0.18,21,36
13512,7.14,6.96,-1.23,-0.02,0.15,-0.34,21,38
13534,6.93,6.96,-0.98,0.16,-0.13,-0.11,22,43
13556,7.45,6.99,-2.96,0.13,-0.43,-0.1,23,37
13579,6.37,7.24,-3.99,-0.07,-0.33,0.07,22,34
13601,7.14,7.31,-3.67,-0.17,0.02,0.18,22,37
13623,6.78,7.33,-2.68,-0.13,0.33,0.07,20,32
13645,7.86,7.44,-0.97,0.09,0.23,0.09,21,35
13667,7.47,7.76,-1.41,0.19,-0.12,-0.08,25,30
13689,5.95,8.62,-1.71,0.34,-0.25,0.25,21,33
13711,7.95,6.67,-2.23,0.51,-0.37,0.16,22,27
13738,7.52,5.92,-4.77,0.18,-0.3,-0.09,24,28
13760,7.23,6.41,-4.9,-0.41,0.16,-0.27,22,30
13783,7.07,7.7,-2.55,-0.7,0.36,-0.23,23,37
13805,7.09,7.6,-0.56,-0.38,0.1,-0.06,22,39
13827,7.33,6.66,-1.57,-0.1,-0.22,0.07,24,32
13849,8.01,6.44,-3.5,0.0,-0.18,0.04,22,30
13871,7.79,6.32,-3.64,0.02,-0.02,-0.0,21,28
13893,7.61,5.45,-4.48,0.1,0.05,-0.06,20,35
13915,7.65,7.35,-3.62,-0.16,0.42,-0.22,23,29
13937,6.98,7.46,-1.76,-0.13,0.39,-0.19,21,32
13960,6.94,7.94,-0.67,0.05,0.07,-0.03,23,28
13982,7.2,7.66,-1.95,0.13,-0.14,0.01,23,33
14004,7.04,7.37,-2.28,0.25,-0.28,0.11,20,23
14026,7.48,7.07,-2.72,0.22,-0.38,0.14,24,30
14048,7.6,6.8,-3.44,0.14,-0.39,0.11,23,26
14070,7.29,6.82,-3.95,-0.02,-0.2,0.05,21,28
14092,7.49,6.81,-3.68,-0.12,0.01,-0.0,19,33
14114,7.32,6.72,-3.08,-0.12,0.1,-0.12,22,26
14136,7.11,6.98,-3.06,-0.09,0.2,-0.1,22,31
14158,7.47,7.0,-2.66,-0.07,0.25,-0.1,21,30
14180,7.17,7.04,-2.69,-0.04,0.22,-0.1,22,33
14202,7.41,7.05,-2.74,-0.04,0.22,-0.1,21,19
14224,7.09,7.27,-2.54,-0.02,0.13,-0.07,21,28
14246,7.15,7.24,-2.38,0.04,0.05,-0.03,24,26
14268,7.17,7.01,-2.85,0.08,0.04,-0.01,21,26
14290,7.32,6.82,-3.15,0.07,0.06,-0.02,21,27
14312,7.11,7.35,-3.13,0.03,0.16,-0.08,22,26
14334,7.33,7.21,-2.85,0.04,0.04,-0.05,21,29
14356,7.32,7.54,-2.87,-0.01,-0.02,-0.1,21,27
14378,6.95,7.38,-2.75,-0.11,0.02,-0.07,22,30
14400,7.15,7.31,-2.46,-0.08,0.2,-0.06,23,32
14422,7.7,7.27,-2.94,-0.09,0.16,-0.08,24,34
14444,7.73,7.45,-2.61,-0.24,0.08,-0.21,18,38
14466,6.57,7.75,-2.84,-0.33,0.06,-0.21,22,35
14488,6.59,7.29,-2.32,-0.19,0.29,-0.0,23,38
14510,7.2,7.35,-2.11,0.01,0.33,0.11,22,32
14532,7.26,7.31,-1.2,0.16,0.02,0.1,22,30
14554,5.96,7.73,-1.27,0.36,-0.35,0.28,25,26
14576,7.76,6.04,-3.45,0.48,-0.37,0.39,27,19
14598,8.3,6.31,-5.27,0.2,0.08,0.0,20,23
14620,7.51,6.21,-4.89,-0.2,0.42,-0.18,22,27
14642,6.67,8.23,-3.79,-0.57,0.62,-0.23,21,31
14664,7.11,7.1,-1.32,-0.38,0.17,-0.13,23,32
14686,6.66,7.44,-1.01,-0.13,0.14,-0.04,22,25
14708,10.06,7.92,-2.81,-0.01,0.21,-0.16,20,30
14730,7.7,7.01,-2.19,-0.12,0.18,-0.37,25,38
14752,6.94,7.03,-2.13,-0.1,0.17,-0.41,28,39
14774,7.78,6.86,-0.42,0.19,0.03,-0.48,25,39
14796,6.19,7.01,-0.86,0.42,-0.08,-0.49,25,38
14818,5.8,7.41,-1.24,0.68,-0.26,-0.19,19,37
14840,5.51,7.18,-2.06,0.67,-0.56,-0.02,23,26
14862,6.77,8.35,-4.46,0.4,-0.25,0.09,23,36
14884,6.51,7.57,-3.17,0.25,0.03,0.13,20,32
14906,6.67,8.25,-2.92,0.03,0.04,0.11,20,20
14928,6.37,8.06,-2.33,-0.03,-0.12,0.41,23,27
14950,7.24,7.45,-2.31,-0.11,-0.29,0.45,27,30
14972,7.46,6.46,-2.67,0.02,-0.46,0.35,22,33
14994,6.37,5.2,-4.72,-0.49,-0.22,0.04,22,28
15016,7.04,8.1,-3.0,-0.73,0.08,0.14,21,29
15038,7.13,7.4,-1.24,-0.33,-0.04,0.25,20,18
15060,7.44,6.13,-2.46,0.29,-0.36,0.26,22,22
15082,8.4,4.96,-5.49,0.58,-0.31,0.2,23,23
15104,7.98,5.8,-5.8,0.02,0.43,-0.12,22,32
15126,7.14,7.59,-3.33,-0.19,0.56,-0.12,26,28
15148,6.83,7.88,-0.65,-0.1,0.37,-0.02,21,25
15170,6.72,8.3,-0.92,0.07,-0.01,0.12,21,23
15192,7.06,7.54,-2.32,0.1,-0.24,0.23,22,28
15214,7.24,7.19,-3.53,-0.06,-0.21,0.27,26,28
15236,7.57,6.62,-3.9,-0.22,-0.13,0.24,23,36
15258,7.69,6.02,-3.85,-0.21,0.1,0.11,23,30
15280,7.47,6.33,-3.54,-0.23,0.3,-0.01,23,25
15302,7.39,6.85,-2.74,-0.27,0.38,-0.0,22,28
15324,7.37,7.01,-2.28,-0.24,0.32,0.03,20,32
15346,7.66,6.82,-2.69,-0.22,0.25,-0.06,20,23
15368,7.55,6.83,-3.45,-0.3,0.36,-0.19,24,31
15390,7.83,7.16,-1.69,-0.22,0.26,-0.03,22,21
15412,7.42,7.55,-0.95,-0.14,0.19,-0.11,21,28
15434,10.1,7.25,-1.75,0.13,-0.38,-0.53,22,31
15456,6.78,6.91,-2.49,0.35,-0.48,-0.93,23,31
15478,6.62,6.76,-2.61,0.49,-0.32,-0.71,19,34
15500,5.54,7.39,-2.33,0.27,-0.25,-0.29,22,26
15522,7.07,7.42,-1.74,0.15,-0.49,-0.02,23,27
15544,6.05,7.6,-2.84,0.2,-0.28,0.09,23,31
15566,6.77,7.64,-3.96,0.14,0.01,0.31,20,29
15588,7.06,7.33,-3.57,-0.06,0.18,0.28,22,30
15610,7.09,6.58,-3.55,-0.16,0.23,0.3,23,28
15632,7.76,6.65,-3.84,-0.24,0.33,0.05,22,30
15654,7.09,7.82,-2.88,-0.32,0.29,0.04,22,29
15676,7.43,7.45,-2.61,-0.28,0.16,-0.11,22,33
15698,7.29,7.68,-2.2,-0.2,0.06,-0.17,22,34
15720,7.48,7.35,-2.24,-0.13,0.04,-0.36,23,32
15747,6.89,7.12,-2.8,-0.2,-0.1,-0.43,24,38
15769,6.45,7.46,-2.5,-0.04,-0.02,-0.25,20,44
15791,6.53,7.46,-2.18,0.05,-0.17,-0.06,24,37
15813,6.29,7.81,-2.7,0.08,-0.09,0.03,22,33
15835,6.72,7.6,-2.66,0.13,0.04,0.11,27,30
15857,5.89,8.0,-1.71,0.24,-0.06,0.35,24,28
15879,7.21,6.72,-2.43,0.48,-0.13,0.46,21,30
15901,7.68,6.69,-4.38,0.42,0.08,0.21,22,38
15923,7.66,6.14,-4.84,0.16,0.26,-0.04,22,26
15945,7.53,6.23,-4.84,-0.26,0.49,-0.28,21,27
15967,5.04,11.42,-2.12,-0.64,0.5,0.08,21,30
15989,5.61,8.49,-0.11,-0.52,-0.06,0.22,23,31
16011,8.06,7.4,-0.32,-0.31,-0.18,0.33,23,25
16033,7.51,7.81,-3.01,-0.38,-0.24,0.04,22,32
16055,7.87,7.27,-3.53,-0.26,-0.15,0.04,25,27
16077,7.01,7.23,-2.64,-0.07,0.23,-0.01,22,25
16099,6.43,7.6,-1.78,0.01,0.62,0.1,20,23
16121,8.01,8.06,-1.49,0.13,0.64,0.21,21,27
16143,6.32,8.97,0.43,0.36,0.05,0.11,21,32
16165,6.75,7.05,0.2,0.91,-0.65,0.53,20,32
16187,7.94,6.73,-3.52,0.81,-0.83,0.37,21,29
16209,7.73,5.69,-5.44,0.38,-0.65,0.13,21,32
16231,6.29,5.62,-5.96,-0.45,-0.06,-0.2,24,21
16254,6.62,7.38,-3.08,-0.83,0.13,-0.1,21,32
16276,6.85,7.81,-1.98,-0.8,0.05,-0.04,21,34
16298,7.11,6.94,-1.13,-0.26,-0.28,0.16,24,23
16320,8.09,6.03,-3.8,0.07,-0.27,0.17,27,27
16342,8.6,5.78,-4.45,0.18,0.02,0.09,20,27
16364,7.57,5.27,-5.77,0.07,0.22,-0.1,28,28
16386,7.64,7.41,-3.03,-0.13,0.54,-0.14,25,28
16408,6.76,7.55,-0.96,0.07,0.39,-0.1,19,25
16430,6.8,7.74,-1.5,0.28,0.08,0.08,25,27
16452,7.51,7.2,-2.88,0.18,-0.07,0.07,20,25
16474,7.22,6.97,-3.15,0.02,-0.04,0.06,21,26
16496,7.52,6.54,-3.34,-0.05,0.03,0.07,23,26
16518,7.56,6.67,-3.47,-0.19,0.16,0.04,21,26
16540,7.62,6.82,-2.74,-0.29,0.22,0.04,28,24
16562,7.51,7.46,-1.98,-0.26,0.16,0.04,21,24
16584,7.31,7.38,-1.58,-0.09,0.04,0.09,21,26
16606,7.77,6.67,-2.88,-0.03,-0.02,0.05,20,28
16628,7.61,6.37,-4.34,-0.21,0.14,-0.06,23,21
16650,7.78,7.27,-2.77,-0.27,0.35,0.01,22,30
16672,7.73,7.34,-1.28,-0.25,0.32,-0.04,21,37
16694,7.15,7.18,-1.45,-0.09,0.13,-0.05,20,23
16716,7.91,7.28,-2.76,-0.01,0.1,-0.06,23,28
16738,9.22,6.9,-2.71,0.03,-0.06,-0.5,21,25
16760,8.59,6.81,-1.94,0.16,-0.11,-0.78,25,28
16782,6.11,7.19,-1.92,0.16,0.01,-0.64,22,37
16804,5.3,6.99,-2.82,0.18,-0.03,-0.36,21,27
16826,5.87,7.34,-2.48,0.18,-0.15,-0.26,22,27
16848,6.97,7.6,-2.96,0.19,-0.07,-0.01,25,1
16870,6.78,7.97,-1.19,0.27,-0.06,-0.02,24,18
16892,5.64,8.56,-2.26,0.23,-0.22,0.21,25,23
16914,6.6,8.08,-1.41,0.39,-0.43,0.71,22,24
16936,8.07,6.31,-3.08,0.36,-0.55,0.56,22,28
16958,7.33,6.05,-4.84,0.28,-0.48,0.38,22,34
16980,5.74,6.86,-8.03,-0.79,0.25,0.01,22,29
17002,6.6,7.36,-2.98,-0.88,0.3,0.14,21,28
17024,7.91,7.23,-1.33,-0.6,0.2,0.05,23,29
17046,7.65,6.88,-1.26,0.16,-0.16,0.12,21,28
17068,9.26,5.74,-3.65,0.21,0.01,0.08,23,27
17090,7.98,5.98,-3.69,-0.04,0.31,-0.12,25,31
17112,7.52,7.12,-2.88,-0.12,0.35,-0.08,21,26
17134,7.21,7.35,-1.01,0.01,0.23,-0.08,22,30
17156,6.94,7.56,-2.04,0.21,0.07,0.02,21,23
17178,7.28,7.47,-2.6,0.2,-0.06,0.07,23,22
17200,7.29,7.0,-2.79,0.16,-0.07,0.09,20,22
17222,7.63,6.73,-3.22,0.14,0.07,0.09,20,19
17244,7.54,6.76,-3.39,0.07,0.16,0.04,21,18
17266,7.47,6.83,-2.81,0.02,0.21,0.02,22,25
17288,7.39,7.21,-2.42,0.05,0.16,0.01,25,23
17310,7.56,6.73,-2.63,0.03,0.13,0.0,22,21
17332,7.7,6.6,-3.68,-0.12,0.21,-0.1,19,19
17354,6.96,8.31,-2.9,-0.24,0.32,-0.05,20,32
17376,7.51,7.16,-1.76,-0.23,0.14,-0.1,24,19
17398,6.91,7.25,-1.63,-0.07,-0.02,-0.06,21,32
17421,7.79,7.12,-2.64,-0.05,-0.06,-0.04,25,32
17444,7.92,7.25,-2.98,-0.17,-0.04,-0.11,23,24
17467,6.93,7.55,-2.9,-0.22,0.13,-0.12,27,34
17489,8.15,7.38,-3.25,-0.23,0.3,-0.15,23,36
17511,7.79,6.88,-1.93,-0.05,0.33,-0.2,22,39
17533,6.93,6.83,-1.53,0.11,0.14,-0.35,22,38
17555,6.48,7.02,-2.45,0.1,0.07,-0.16,28,23
17577,7.24,7.18,-2.4,0.03,-0.11,-0.09,22,25
17599,6.78,7.22,-2.3,0.04,-0.2,-0.03,20,23
17621,6.96,7.22,-2.66,0.01,-0.23,0.04,29,24
17643,6.32,7.06,-3.25,-0.16,-0.17,0.22,21,24
17665,8.24,7.28,-2.15,-0.17,-0.16,0.27,22,27
17687,7.51,7.32,-1.98,-0.37,-0.0,0.24,26,32
17709,7.58,7.02,-2.96,-0.1,0.17,0.03,22,36
17731,7.51,7.32,-3.13,-0.12,0.27,0.02,23,29
17758,8.46,7.32,-1.76,-0.14,0.17,-0.22,21,37
17781,8.63,6.92,-1.07,0.09,-0.06,-0.42,23,28
17803,5.19,7.02,-1.94,0.14,-0.01,-0.3,21,29
17825,6.87,7.04,-2.51,0.06,-0.14,-0.11,23,32
17847,6.41,7.43,-2.32,0.07,-0.25,-0.07,23,29
17869,6.49,7.32,-2.3,0.03,-0.15,0.03,23,33
17891,6.83,7.36,-3.18,-0.07,-0.05,0.23,23,28
17913,7.4,7.45,-2.57,-0.22,0.08,0.27,23,27
17935,7.11,7.32,-3.15,-0.28,0.25,0.15,23,27
17957,7.92,7.22,-2.5,-0.24,0.19,0.06,20,33
17979,7.41,6.99,-2.53,-0.19,0.18,-0.05,24,37
18001,8.29,7.57,-2.01,-0.2,0.07,-0.24,21,42
18023,7.72,7.66,-1.43,-0.07,-0.16,-0.62,21,33
18045,6.17,7.08,-1.87,0.1,-0.1,-0.43,22,43
18067,6.75,7.24,-1.96,0.11,-0.21,-0.11,22,34
18089,6.38,7.56,-2.37,0.11,-0.24,0.0,22,34
18111,6.13,7.85,-1.93,0.23,-0.05,0.18,20,25
18133,7.62,8.18,-2.32,0.33,0.04,0.19,27,24
18155,6.13,8.6,0.5,0.52,-0.37,0.71,20,34
18177,7.85,6.13,-3.1,0.5,-0.77,0.57,22,30
18199,7.49,6.4,-4.63,-0.07,-0.59,0.25,27,28
18221,6.56,6.69,-4.42,-0.36,-0.11,0.2,27,19
18243,7.73,7.01,-2.28,-0.01,-0.23,0.23,22,25
18265,7.95,5.05,-5.02,0.02,-0.2,0.04,22,15
18287,8.49,6.04,-5.52,-0.13,0.04,-0.05,21,26
18309,8.01,5.83,-5.36,-0.45,0.53,-0.26,22,20
18331,6.83,8.22,-1.42,-0.52,0.61,-0.18,23,23
18353,6.79,8.2,0.94,-0.21,0.15,0.05,22,25
18375,6.93,8.09,-0.85,0.1,-0.21,0.13,21,18
18397,7.48,6.91,-3.29,0.14,-0.27,0.13,27,21
18419,7.75,6.39,-4.79,-0.02,-0.07,-0.01,22,19
18442,7.85,6.22,-4.54,-0.47,0.24,-0.14,23,26
18464,7.36,7.43,-1.79,-0.48,0.3,-0.12,23,23
18486,7.25,7.25,-1.28,-0.22,0.19,-0.1,23,34
18508,7.32,7.02,-1.63,0.05,0.08,-0.05,21,21
18530,7.15,7.06,-2.12,0.1,-0.0,-0.03,22,19
18552,7.25,7.16,-2.68,0.12,-0.05,-0.0,24,26
18574,7.11,7.31,-3.06,0.11,0.01,0.05,20,28
18596,7.1,6.89,-2.33,0.06,0.07,0.04,20,21
